"Date","Open","High","Low","Close","Volume","ticker","name"
"1962-01-02 00:00:00-05:00","0.045368459075689316","0.04660366276006632","0.045368459075689316","0.045368459075689316","806400","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-03 00:00:00-05:00","0.04469473213808403","0.04469473213808403","0.04368394095404812","0.04435768350958824","1574400","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-04 00:00:00-05:00","0.04447012435955064","0.04503157531407569","0.04447012435955064","0.04469470679759979","844800","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-05 00:00:00-05:00","0.044694714567589514","0.04525616561972049","0.04357163254237218","0.04368392378091812","1420800","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-08 00:00:00-05:00","0.04334705305062179","0.04334705305062179","0.04239249263736109","0.04323476180434227","2035200","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-09 00:00:00-05:00","0.04323475344997662","0.04424536933060921","0.04289787977623306","0.04402078688144684","960000","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-10 00:00:00-05:00","0.044020820638610084","0.044863092859029","0.043571660536447065","0.0442454032599926","1612800","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-11 00:00:00-05:00","0.044245367141175225","0.04469470679759979","0.044020784703126065","0.04469470679759979","614400","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-12 00:00:00-05:00","0.04469473213808403","0.04469473213808403","0.04390852351942841","0.04435768350958824","883200","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-15 00:00:00-05:00","0.044245356440403734","0.044245356440403734","0.043796196813532834","0.043908488005399704","614400","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-16 00:00:00-05:00","0.043796240554719645","0.043796240554719645","0.0430662622586806","0.04312249273061752","1113600","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-17 00:00:00-05:00","0.04312249361070308","0.04312249361070308","0.04177500307559967","0.04177500307559967","1574400","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-18 00:00:00-05:00","0.04177496896751328","0.041999548826466775","0.04076417839615611","0.04093270003795624","2649600","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-19 00:00:00-05:00","0.041325639454148584","0.04222413897514343","0.041325639454148584","0.04222413897514343","1459200","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-22 00:00:00-05:00","0.042224161716384316","0.04267332689891834","0.04177499910415096","0.042561035603284836","1075200","KO","The Coca-Cola Company (KO) Historical Data"
